ID_Job_Ref;ID_Job_Title;salary_usd;ID_salary_currency;ID_experience_level;ID_employment_type;company_location;ID_company_size;employee_residence;miran;required_skills;ID_education_required;years_experience;ID_industry;posting_date;application_deadline;job_description_length;benefits_score;ID_company_name
AI06143;15;121757;3;3;1;Finland;3;Finland;1;AWS, MLOps, Docker, Data Visualization, Kubernetes;3;10;7;1/2/2025;24/2/2025;1387;7;10
AI06144;13;102494;3;1;2;India;1;India;3;Data Visualization, Python, GCP, TensorFlow, Scala;1;9;13;19/9/2024;22/10/2024;2308;8.2;15
AI06145;14;46530;1;2;2;China;3;Finland;3;Spark, Linux, Deep Learning;1;0;14;5/7/2024;25/7/2024;2410;9.5;6
AI06146;17;115202;3;3;2;France;1;France;1;Spark, Docker, Hadoop;1;3;12;14/7/2024;5/9/2024;950;6.1;4
AI06147;4;132950;3;3;3;Sweden;3;Austria;1;TensorFlow, Computer Vision, Mathematics;2;7;7;30/1/2024;20/3/2024;2087;7.3;3
AI06148;3;170400;3;1;4;United States;1;Singapore;2;NLP, Linux, Spark, Python, Git;1;6;11;20/4/2025;2/7/2025;2331;8.3;9
AI06149;3;91256;3;2;4;Norway;3;Norway;1;Azure, TensorFlow, NLP, Python, Tableau;2;0;2;14/5/2024;3/6/2024;1226;6.4;10
AI06150;9;79564;3;2;4;Israel;1;Israel;1;Mathematics, TensorFlow, Linux, AWS, Deep Learning;2;3;3;22/4/2025;4/6/2025;2071;5.3;15
AI06151;9;71665;3;2;4;Ireland;2;Ireland;2;Java, Linux, NLP;4;4;12;1/7/2024;8/9/2024;1460;8.5;4
AI06152;15;78361;3;2;2;Finland;1;Finland;1;Git, Azure, Python;2;4;4;21/10/2024;8/11/2024;577;7.3;13
AI06153;16;79416;1;2;1;Japan;1;Israel;1;Deep Learning, Hadoop, Git, Python, Kubernetes;3;3;2;24/9/2024;10/10/2024;2071;8.3;9
AI06154;7;84441;3;4;1;Germany;3;Germany;2;Python, TensorFlow, PyTorch, SQL;1;2;9;6/4/2024;13/6/2024;538;8.9;8
AI06155;5;123970;3;1;3;Ireland;3;Sweden;3;Spark, Linux, NLP, Statistics;2;14;10;10/11/2024;27/11/2024;1226;9.2;9
AI06156;7;46093;1;1;1;Ireland;1;Ireland;2;SQL, Docker, Git, Hadoop, Computer Vision;4;1;9;10/2/2025;6/3/2025;2322;7.4;4
AI06157;13;52901;1;2;4;Germany;3;Germany;3;AWS, PyTorch, Spark, Scala, Deep Learning;3;0;15;13/9/2024;3/10/2024;2106;6.1;4
AI06158;20;100926;3;3;3;France;2;France;1;Linux, Python, R;3;4;1;16/3/2025;14/5/2025;817;8.3;3
AI06159;19;206183;3;3;1;United States;1;United States;2;Linux, TensorFlow, Azure, SQL;4;8;10;31/3/2025;12/6/2025;2174;10;2
AI06160;12;150708;3;2;3;Singapore;2;Singapore;2;Kubernetes, Python, Data Visualization, Git;3;6;1;23/1/2024;12/2/2024;1291;6.1;1
AI06161;17;130218;3;3;3;Switzerland;1;Switzerland;1;TensorFlow, Deep Learning, Azure, Mathematics;3;3;5;19/2/2024;8/3/2024;1555;5.4;3
AI06162;11;102081;3;3;2;India;1;United States;3;GCP, SQL, Docker, Statistics, Mathematics;3;5;14;19/4/2025;16/6/2025;825;8.3;10
AI06163;16;72715;1;4;2;Finland;2;United Kingdom;2;SQL, Python, MLOps;4;8;8;17/12/2024;26/2/2025;984;6.1;5
AI06164;17;207778;3;1;1;Netherlands;3;Ireland;3;Azure, Spark, TensorFlow, Hadoop;3;17;13;1/6/2024;21/6/2024;1168;6.4;10
AI06165;7;58287;3;1;4;Finland;1;Finland;3;Scala, Java, Mathematics;1;0;8;17/10/2024;6/12/2024;1195;9.4;6
AI06166;3;54110;3;4;4;Israel;1;Israel;1;AWS, SQL, Mathematics, Scala, Deep Learning;4;0;7;5/4/2025;10/5/2025;685;6.4;8
AI06167;6;142610;3;1;1;Japan;2;Japan;2;SQL, NLP, MLOps, Hadoop;2;18;14;13/3/2024;18/4/2024;775;5.9;9
AI06168;18;60258;1;1;4;Canada;2;Canada;1;MLOps, Azure, Tableau, GCP, SQL;4;1;8;2/2/2025;26/2/2025;1379;7.2;7
AI06169;10;81215;3;1;2;France;1;Sweden;1;Scala, AWS, Deep Learning, Mathematics, Statistics;1;0;12;2/6/2024;25/6/2024;1501;9.4;13
AI06170;18;74551;3;1;4;United States;1;United States;1;PyTorch, Spark, Mathematics, TensorFlow, Python;4;0;15;25/11/2024;20/12/2024;2201;9;8
AI06171;13;52976;3;1;4;Israel;2;Israel;2;MLOps, Docker, Python, GCP, Git;3;0;2;15/8/2024;5/9/2024;1690;9.2;5
AI06172;16;58138;3;1;4;Australia;3;Sweden;3;Git, Linux, Spark, Python, Computer Vision;4;0;12;4/2/2024;15/3/2024;1212;8.5;2
AI06173;20;128677;3;1;3;Switzerland;1;Switzerland;2;Python, TensorFlow, AWS, Java, Git;1;0;2;7/6/2024;8/8/2024;1216;6.2;10
AI06174;2;66016;3;1;4;Singapore;1;Singapore;2;Python, Scala, Spark, Statistics, PyTorch;4;1;5;9/8/2024;17/9/2024;934;9.4;2
AI06175;7;40789;3;4;3;Finland;2;Finland;2;Scala, Python, Docker, TensorFlow;4;1;10;13/8/2024;2/10/2024;1034;7.5;4
AI06176;8;157880;3;2;3;Ireland;1;Ireland;3;Hadoop, Scala, NLP, Mathematics;4;12;7;1/3/2025;2/5/2025;1393;6;6
AI06177;9;92409;3;1;1;Singapore;3;Singapore;2;MLOps, AWS, Kubernetes, Python, Java;1;2;8;5/4/2024;5/5/2024;1556;7.1;9
AI06178;20;66201;3;3;2;Australia;2;Australia;3;Git, Computer Vision, R;3;1;11;31/1/2024;6/3/2024;1380;7.8;14
AI06179;8;148647;3;4;2;Denmark;3;Singapore;3;Scala, TensorFlow, Git, Computer Vision;4;7;3;11/6/2024;27/6/2024;2149;8.6;6
AI06180;11;128426;1;2;2;India;1;India;1;Statistics, Azure, Docker, SQL, Python;3;15;6;10/2/2024;6/4/2024;754;7.1;13
AI06181;13;90332;3;3;2;France;3;France;2;Hadoop, Linux, Deep Learning;1;4;12;20/3/2024;30/4/2024;1232;5;6
AI06182;9;96865;3;3;3;Australia;3;Australia;3;AWS, TensorFlow, Java, Hadoop;2;6;3;1/3/2024;12/4/2024;1486;7.2;10
AI06183;14;128091;3;1;2;Australia;1;Australia;1;Scala, MLOps, Java;1;5;5;29/1/2024;14/2/2024;951;9.2;14
AI06184;8;99134;3;1;4;Switzerland;1;Denmark;3;TensorFlow, Linux, Deep Learning, Python;3;1;13;15/6/2024;27/8/2024;1217;6.7;10
AI06185;17;47387;3;2;1;Ireland;2;Ireland;1;PyTorch, TensorFlow, NLP, Python;2;1;15;7/5/2024;7/7/2024;559;6.1;16
AI06186;19;102177;1;4;2;Australia;1;Australia;1;Scala, SQL, Git;2;4;9;19/6/2024;9/8/2024;2162;9.1;13
AI06187;12;138684;3;3;2;France;2;France;2;Kubernetes, Python, SQL, R, Tableau;2;18;4;22/2/2024;15/4/2024;1261;5;11
AI06188;7;150847;3;2;3;United States;2;United States;3;Python, Tableau, Kubernetes, MLOps;2;7;8;6/6/2024;4/8/2024;642;8.8;8
AI06189;11;125214;3;4;1;Switzerland;3;United States;1;Kubernetes, Linux, Deep Learning, SQL, Azure;3;4;8;21/1/2025;19/2/2025;2402;8.6;10
AI06190;9;193277;3;2;2;Sweden;2;Sweden;2;Python, Scala, Linux, TensorFlow, Spark;4;19;6;22/3/2024;3/5/2024;1052;5.6;8
AI06191;12;72648;3;1;2;Austria;2;India;2;NLP, PyTorch, Computer Vision;3;4;7;21/2/2024;3/4/2024;1842;7.1;9
AI06192;2;76525;3;3;2;United States;3;United States;1;Git, AWS, Tableau, Computer Vision, PyTorch;1;1;5;6/1/2025;3/3/2025;1027;7.8;7
AI06193;11;121175;3;1;4;Norway;3;Norway;2;Computer Vision, R, PyTorch, Tableau;1;8;5;27/9/2024;9/12/2024;853;8.8;3
AI06194;19;64975;1;3;4;Austria;1;Austria;3;TensorFlow, Docker, Linux, SQL, Computer Vision;2;0;14;25/2/2025;5/5/2025;2197;5.2;1
AI06195;16;118932;3;1;3;France;3;France;2;Docker, Scala, Spark, Computer Vision;1;9;14;16/9/2024;20/10/2024;1274;9.8;1
AI06196;19;35113;3;4;2;Japan;3;Japan;1;TensorFlow, Python, Statistics, Git;2;1;9;1/8/2024;30/9/2024;2233;7.2;12
AI06197;17;183130;3;4;1;India;1;India;3;Python, Mathematics, Data Visualization, Linux, SQL;1;18;9;29/4/2024;7/7/2024;1032;5.1;3
AI06198;8;136104;3;1;4;Canada;3;Canada;2;Java, PyTorch, Hadoop, Scala;2;15;12;22/4/2024;27/5/2024;1114;6.4;9
AI06199;14;42288;3;3;3;India;1;India;1;R, TensorFlow, Python, Data Visualization;2;1;15;12/2/2024;30/3/2024;1543;7.5;3
AI06200;16;105817;1;2;1;Israel;2;Canada;1;Docker, Kubernetes, Python, TensorFlow, PyTorch;4;5;4;7/10/2024;26/10/2024;2481;6.3;1
AI06201;15;70552;2;1;3;France;3;Austria;1;SQL, Computer Vision, Docker, Python;3;3;3;2/1/2024;20/2/2024;1654;8.4;7
AI06202;14;89190;3;3;1;United Kingdom;1;United Kingdom;3;MLOps, Hadoop, Python, Computer Vision, TensorFlow;1;0;1;29/5/2024;9/8/2024;983;9.9;6
AI06203;10;93794;3;1;1;Sweden;3;Sweden;1;Azure, Mathematics, Linux, TensorFlow;1;9;12;10/3/2025;19/4/2025;1546;6.2;11
AI06204;6;45881;3;4;3;Japan;3;United States;1;Java, Docker, MLOps, Mathematics, Python;4;1;14;19/4/2025;16/5/2025;1710;8.8;8
AI06205;11;221753;3;2;3;United States;1;China;3;Hadoop, PyTorch, Azure, MLOps;2;14;12;6/12/2024;2/2/2025;1230;9.8;7
AI06206;10;68107;3;2;3;Japan;2;France;3;Python, TensorFlow, GCP;3;4;13;9/9/2024;16/10/2024;517;7.6;4
AI06207;13;51401;3;2;3;Ireland;3;Ireland;2;Java, Python, Git, Linux, Spark;2;4;4;28/4/2025;4/7/2025;1473;6.1;9
AI06208;19;111197;3;1;1;Denmark;2;Finland;1;Scala, Linux, Java, Git;3;2;5;21/4/2024;4/6/2024;2423;5.5;11
AI06209;12;80192;1;1;3;Canada;1;United Kingdom;3;Python, AWS, Computer Vision, GCP, MLOps;1;0;2;25/3/2024;17/5/2024;508;5.7;9
AI06210;3;67664;1;3;4;Germany;2;Germany;3;Python, MLOps, TensorFlow, Computer Vision, PyTorch;4;1;5;21/3/2024;11/5/2024;1701;8.1;16
AI06211;6;125240;3;4;4;Netherlands;1;Australia;2;Hadoop, Git, MLOps, Kubernetes;4;7;3;21/6/2024;30/8/2024;1609;5.9;14
AI06212;19;278659;3;2;1;Switzerland;2;Switzerland;2;Deep Learning, Scala, TensorFlow, R, Docker;2;12;13;16/1/2024;7/2/2024;1231;6.3;12
AI06213;4;99280;3;4;3;Sweden;2;Denmark;2;Statistics, SQL, Scala, Spark;3;4;6;20/3/2025;14/4/2025;1732;5.3;12
AI06214;18;122366;1;4;2;Ireland;3;Germany;3;NLP, MLOps, Data Visualization;3;16;5;25/5/2024;17/7/2024;1100;7.8;9
AI06215;19;226076;3;2;1;Germany;3;Germany;3;Docker, Computer Vision, Spark;4;19;4;10/1/2025;12/3/2025;2053;9.9;9
AI06216;5;99989;3;3;3;Canada;1;Canada;3;Hadoop, AWS, Mathematics, Data Visualization, Kubernetes;1;3;15;30/1/2024;18/3/2024;1231;7.3;11
AI06217;1;83404;3;1;1;South Korea;3;Norway;3;Tableau, GCP, Scala, Git;1;8;13;13/6/2024;17/8/2024;2308;5.1;6
AI06218;19;42838;3;2;1;China;3;China;3;Kubernetes, Scala, NLP, Linux;2;0;7;28/9/2024;29/11/2024;1859;5.8;15
AI06219;1;67910;3;4;2;Japan;3;Japan;2;Statistics, Deep Learning, GCP, Python;3;4;6;2/8/2024;12/10/2024;795;6.2;12
AI06220;12;109005;3;2;1;Japan;3;Japan;2;GCP, Python, Scala, Hadoop, TensorFlow;2;11;10;7/3/2024;22/3/2024;1613;8;9
AI06221;13;81792;3;3;2;Singapore;2;Singapore;1;SQL, Deep Learning, Kubernetes, Java;2;4;3;4/4/2024;19/4/2024;1135;5.4;9
AI06222;10;104155;3;2;4;India;1;India;3;Kubernetes, R, Git, Mathematics;2;8;4;16/12/2024;13/1/2025;708;6.8;6
AI06223;20;76613;3;2;4;Ireland;2;Austria;3;AWS, Scala, Spark, Python;4;2;9;4/8/2024;27/9/2024;2062;6.7;13
AI06224;6;68501;3;2;3;Austria;2;Austria;1;NLP, MLOps, Python, Computer Vision;1;4;8;28/8/2024;17/9/2024;929;7.8;7
AI06225;9;133631;3;1;4;Switzerland;2;Switzerland;3;Linux, Scala, Java;3;2;13;23/4/2024;3/6/2024;2175;6.4;14
AI06226;18;79199;3;1;1;United States;3;Netherlands;1;Spark, Hadoop, TensorFlow, AWS, Mathematics;1;1;9;3/1/2025;1/2/2025;1680;5.8;13
AI06227;20;97492;3;3;2;Denmark;2;Switzerland;2;Linux, Computer Vision, Spark, SQL, Hadoop;3;1;15;17/3/2024;23/5/2024;1841;8.4;15
AI06228;9;194251;2;1;1;United States;1;Netherlands;3;Hadoop, Python, GCP;4;7;15;25/2/2024;22/3/2024;887;9.5;16
AI06229;11;65984;3;3;1;United Kingdom;3;United Kingdom;3;Statistics, Data Visualization, Python;4;0;3;8/1/2024;13/2/2024;826;9.9;7
AI06230;12;139477;3;2;1;Canada;1;Canada;2;Docker, Scala, Python, Computer Vision;2;8;10;26/11/2024;18/1/2025;1653;8.3;7
AI06231;4;97119;3;4;4;Sweden;2;Sweden;2;Java, Deep Learning, Linux, Computer Vision;2;3;6;12/9/2024;27/9/2024;838;9;7
AI06232;19;251256;3;1;2;Sweden;2;Sweden;1;SQL, Deep Learning, AWS, GCP, Kubernetes;4;14;11;17/7/2024;31/7/2024;645;8.3;7
AI06233;6;38954;3;2;2;India;2;India;2;PyTorch, TensorFlow, Python, Scala;1;1;4;9/5/2024;12/6/2024;1964;9.2;13
AI06234;20;86190;2;4;4;China;1;Israel;1;Kubernetes, Docker, Data Visualization, Spark, Statistics;2;4;11;1/1/2025;8/3/2025;1284;8.7;10
AI06235;3;192934;3;2;1;United Kingdom;2;United Kingdom;1;Python, Hadoop, Linux, SQL, Spark;1;16;6;2/1/2024;21/2/2024;587;6;4
AI06236;10;111787;3;2;1;Norway;2;United Kingdom;3;Python, Kubernetes, Tableau;2;2;13;22/4/2025;5/6/2025;872;8.1;2
AI06237;18;88041;3;1;4;Australia;2;Australia;3;Statistics, Hadoop, Python;1;2;11;23/11/2024;28/12/2024;1986;8.9;12
AI06238;14;97147;3;1;1;Norway;1;Norway;3;Java, Python, Docker, Scala;4;0;10;5/11/2024;4/1/2025;1443;9.7;12
AI06239;18;47416;3;3;3;China;1;South Korea;3;AWS, R, Computer Vision;4;1;2;13/5/2024;4/7/2024;1657;6.1;16
AI06240;1;87852;3;1;4;South Korea;1;Ireland;3;Computer Vision, Python, NLP;3;8;9;13/1/2024;22/2/2024;1896;5.1;1
AI06241;1;69059;3;2;2;Sweden;2;Sweden;1;Python, Statistics, Computer Vision, Linux;1;1;8;8/5/2024;18/7/2024;1449;9.9;11
AI06242;20;115644;3;2;1;United States;3;United States;1;Tableau, Linux, PyTorch;3;4;11;10/5/2024;19/7/2024;1904;5.2;2
AI06243;9;124458;3;4;1;Norway;3;Norway;3;Spark, R, PyTorch, Azure, NLP;3;4;3;19/9/2024;14/11/2024;1317;9.2;16
AI06244;17;173812;2;3;3;Israel;1;Israel;3;R, Data Visualization, Azure;3;11;4;29/1/2024;11/3/2024;1521;7.3;9
AI06245;7;143487;3;1;3;United Kingdom;1;Finland;1;Tableau, PyTorch, Linux;4;7;2;3/7/2024;28/8/2024;1731;8.6;2
AI06246;6;85103;3;1;4;Singapore;2;Singapore;3;AWS, SQL, Git, Azure;1;0;3;8/9/2024;3/11/2024;1177;6.8;11
AI06247;14;37521;3;1;4;Austria;2;South Korea;3;Java, GCP, R, Computer Vision;3;1;2;16/11/2024;4/1/2025;1439;9.2;8
AI06248;3;38632;3;1;1;China;2;China;1;Hadoop, Linux, TensorFlow, Kubernetes;1;0;5;3/1/2025;5/3/2025;2245;8.1;10
AI06249;17;65713;3;1;4;Australia;1;Australia;1;Linux, PyTorch, Java;4;1;1;9/12/2024;24/1/2025;1656;8.2;3
AI06250;4;123746;1;1;4;Switzerland;1;Switzerland;3;Kubernetes, Java, Spark;4;0;12;19/1/2025;12/2/2025;2130;9.4;14
AI06251;3;68921;3;1;3;Germany;2;Germany;1;Tableau, TensorFlow, Java, NLP;2;1;6;23/3/2024;3/5/2024;1351;7;10
AI06252;5;79765;3;2;4;Norway;1;Japan;1;Kubernetes, GCP, Python, TensorFlow;2;0;10;13/4/2025;9/5/2025;1038;8.6;12
AI06253;20;98308;3;2;3;Norway;3;Finland;1;Git, MLOps, Statistics, AWS, Python;3;4;1;29/8/2024;15/10/2024;1139;5.5;16
AI06254;12;100441;3;3;4;Singapore;3;Singapore;2;GCP, Mathematics, PyTorch;4;4;7;19/2/2025;6/4/2025;2456;6.9;13
AI06255;8;184862;3;1;4;Denmark;1;Denmark;2;Java, Mathematics, AWS;2;6;10;14/2/2025;4/4/2025;1575;6.6;3
AI06256;4;64177;3;3;1;Australia;1;Australia;2;Azure, Hadoop, NLP, Tableau;4;1;8;13/11/2024;9/1/2025;1353;8.6;12
AI06257;4;114858;3;2;3;Ireland;1;Denmark;2;Computer Vision, Deep Learning, Hadoop, GCP, Git;3;5;14;11/10/2024;1/11/2024;1640;10;15
AI06258;13;60185;3;1;4;Israel;2;Israel;1;Scala, Docker, NLP, Statistics;4;3;10;29/9/2024;19/11/2024;1980;9.5;16
AI06259;16;44804;3;1;4;Japan;2;Japan;1;Python, Java, MLOps, AWS;2;0;3;7/5/2024;19/7/2024;678;6.8;11
AI06260;2;91855;3;1;2;Norway;2;Norway;1;Linux, Kubernetes, Tableau, GCP;4;1;12;23/8/2024;26/10/2024;1876;8.6;16
AI06261;20;55969;3;2;1;Finland;1;Switzerland;1;Kubernetes, Data Visualization, GCP, Hadoop;2;0;11;17/10/2024;14/12/2024;1519;8.8;9
AI06262;16;105548;2;1;4;Singapore;2;Singapore;2;Java, Spark, Data Visualization;3;3;11;12/2/2025;1/3/2025;2119;5.9;1
AI06263;17;65236;3;2;2;United Kingdom;1;United Kingdom;1;NLP, Git, Data Visualization, Hadoop;4;1;1;24/1/2024;23/2/2024;1980;9.3;14
AI06264;12;147824;3;4;3;Norway;1;United Kingdom;3;Python, Hadoop, NLP, Spark, Scala;4;3;2;26/5/2024;19/6/2024;1277;9.1;14
AI06265;13;132803;3;2;4;Canada;3;Canada;3;Python, Computer Vision, GCP, Java;2;10;10;10/12/2024;19/1/2025;796;6.7;14
AI06266;17;55722;3;2;3;Ireland;2;Ireland;3;Tableau, PyTorch, Java, TensorFlow;3;3;4;12/3/2024;19/5/2024;1855;5.5;6
AI06267;19;115853;3;2;4;Norway;2;Denmark;2;AWS, Python, TensorFlow, PyTorch, Scala;3;4;3;2/8/2024;12/9/2024;620;7.5;15
AI06268;14;58783;3;4;1;India;1;India;2;Kubernetes, Azure, Scala;3;4;6;3/2/2024;10/3/2024;709;5.4;15
AI06269;17;158653;1;2;2;Japan;1;Singapore;3;Computer Vision, Linux, Statistics, Spark, Kubernetes;1;11;12;11/3/2025;9/4/2025;1591;8.3;11
AI06270;18;68998;1;4;1;Germany;3;Germany;2;Hadoop, SQL, PyTorch, Tableau;1;2;4;18/4/2024;20/5/2024;577;5.2;15
AI06271;18;152966;3;3;1;France;2;Israel;3;Statistics, Hadoop, Azure;2;16;9;8/1/2025;19/3/2025;1270;7.4;9
AI06272;2;144927;3;1;1;Denmark;2;Denmark;2;Linux, Scala, SQL, Hadoop;1;7;11;3/12/2024;5/1/2025;2220;6.4;9
AI06273;13;76981;3;3;3;Australia;2;Finland;3;PyTorch, Tableau, TensorFlow;1;1;9;28/9/2024;18/11/2024;1221;8.9;8
AI06274;15;69209;3;1;4;Austria;3;Austria;3;Tableau, Docker, Spark, PyTorch, TensorFlow;4;6;4;19/4/2025;26/5/2025;873;7.2;13
AI06275;12;63242;3;4;2;Finland;1;Germany;1;Scala, Tableau, Hadoop;3;0;6;5/2/2024;11/3/2024;1701;7.7;13
AI06276;14;115982;1;3;2;India;1;Japan;3;Scala, Tableau, Linux;1;18;14;4/5/2024;19/5/2024;532;7;14
AI06277;15;118035;1;1;1;Germany;2;Germany;1;TensorFlow, MLOps, GCP, Git;4;5;3;13/4/2024;8/6/2024;2140;9.1;5
AI06278;2;64286;3;1;2;Netherlands;3;Netherlands;1;R, Statistics, SQL, AWS;2;0;3;13/8/2024;8/9/2024;1463;7.9;11
AI06279;19;50664;3;4;3;India;3;South Korea;2;Linux, R, Spark, Azure;2;0;3;15/4/2024;12/5/2024;2441;5.8;8
AI06280;2;198074;3;4;4;Singapore;2;Singapore;1;Kubernetes, R, NLP;2;19;10;12/12/2024;28/12/2024;1482;5.5;13
AI06281;9;144165;3;1;3;South Korea;3;South Korea;2;Spark, Azure, Linux, Kubernetes;3;16;8;4/1/2025;10/2/2025;2108;5.9;8
AI06282;16;80403;3;4;3;Sweden;1;Sweden;2;AWS, Java, Computer Vision;4;1;6;15/3/2024;10/4/2024;2413;8;13
AI06283;20;223470;3;4;1;Switzerland;1;Switzerland;3;SQL, Deep Learning, Python, Linux, Statistics;2;13;7;16/1/2024;30/1/2024;871;7.7;12
AI06284;3;168136;3;2;1;China;2;China;1;Java, Azure, PyTorch, Statistics, Mathematics;2;11;1;10/9/2024;16/10/2024;1450;6.3;9
AI06285;5;70045;3;3;1;Sweden;3;Sweden;1;Spark, SQL, PyTorch, NLP, Java;2;4;14;2/4/2024;21/5/2024;2346;7;11
AI06286;14;119543;3;2;3;Canada;2;Canada;3;Data Visualization, TensorFlow, Azure, GCP, MLOps;3;5;13;4/5/2024;3/6/2024;1798;9.2;2
AI06287;17;62707;3;2;3;China;1;China;3;Hadoop, TensorFlow, Linux, Deep Learning, Statistics;1;2;3;2/4/2024;18/4/2024;2401;9.5;3
AI06288;1;51326;3;4;1;China;2;China;3;Hadoop, Python, Statistics;3;2;1;15/2/2024;20/4/2024;2089;8.1;6
AI06289;6;358673;3;2;1;Denmark;1;Denmark;1;Computer Vision, Java, Linux, SQL, Deep Learning;3;19;8;5/3/2025;5/5/2025;1335;5;16
AI06290;14;102915;3;1;1;Switzerland;3;Switzerland;2;NLP, Data Visualization, Java, MLOps;4;2;10;6/3/2024;12/5/2024;2458;7.5;8
AI06291;9;34670;3;3;3;India;3;India;1;NLP, Kubernetes, PyTorch, Mathematics;4;0;12;15/4/2025;3/5/2025;843;9.6;14
AI06292;8;131755;3;4;1;United States;2;United States;3;Docker, Kubernetes, MLOps, Computer Vision, Java;1;9;1;12/9/2024;1/11/2024;2444;9.3;2
AI06293;7;160415;3;3;2;Australia;2;Australia;2;AWS, Git, Kubernetes, Deep Learning;2;14;8;2/12/2024;25/1/2025;2347;9.7;6
AI06294;15;67297;3;3;4;Austria;3;Austria;2;Azure, R, MLOps;3;6;13;11/1/2025;28/1/2025;692;5.7;4
AI06295;19;184807;3;2;3;Denmark;1;Denmark;3;Python, Java, Data Visualization, Mathematics;2;6;2;15/3/2024;24/5/2024;1047;5.8;12
AI06296;7;84513;3;3;4;Israel;1;Israel;1;Docker, R, Tableau;4;4;6;28/4/2025;2/7/2025;843;7.7;6
AI06297;6;90397;2;1;3;China;1;China;3;SQL, Kubernetes, PyTorch, Statistics;2;9;6;8/3/2024;4/4/2024;1663;7.3;8
AI06298;17;74108;3;3;1;United Kingdom;2;United Kingdom;1;R, Spark, Deep Learning, Mathematics, Python;4;1;13;26/7/2024;28/8/2024;871;6.1;4
AI06299;6;90621;3;3;2;China;1;China;2;Git, SQL, Mathematics;4;6;11;3/2/2025;12/3/2025;1205;7.6;14
AI06300;15;148650;3;2;3;Australia;1;Australia;1;Java, Git, PyTorch;4;5;9;23/4/2024;19/6/2024;1143;9.7;8
AI06301;16;126348;1;4;3;United States;1;Israel;3;R, Deep Learning, Python, SQL, TensorFlow;4;4;2;8/8/2024;29/8/2024;1696;7.8;4
AI06302;10;260042;3;4;3;Germany;1;Austria;3;SQL, Git, Kubernetes;4;15;4;3/11/2024;18/12/2024;1493;8.5;5
AI06303;1;188343;3;4;2;United States;1;Switzerland;2;GCP, Python, Computer Vision;1;13;14;25/7/2024;2/10/2024;2108;7.7;5
AI06304;11;137045;3;2;4;Australia;3;France;1;Kubernetes, SQL, Deep Learning, Computer Vision;2;15;2;4/1/2024;18/2/2024;683;9.2;15
AI06305;14;76056;3;2;2;India;2;India;3;GCP, MLOps, Azure;4;2;11;14/4/2025;13/6/2025;1278;5.5;11
AI06306;11;59732;1;4;2;Ireland;1;Ireland;2;Scala, Hadoop, Mathematics, Linux;4;3;9;27/4/2024;16/5/2024;804;8.7;9
AI06307;19;235795;3;4;3;Netherlands;1;Netherlands;1;Hadoop, Scala, AWS;3;16;12;23/3/2024;26/4/2024;1073;7.5;11
AI06308;18;147155;3;3;2;India;2;India;1;MLOps, SQL, Docker, Linux, AWS;3;15;6;27/2/2024;31/3/2024;1795;8.5;16
AI06309;16;98870;3;3;2;India;2;Norway;3;Data Visualization, R, SQL, PyTorch;1;5;13;22/6/2024;17/8/2024;1123;5.9;14
AI06310;5;136144;3;4;1;Switzerland;3;Japan;2;R, Linux, Deep Learning, AWS;3;5;13;30/4/2025;5/6/2025;1560;8.8;8
AI06311;7;184210;3;4;3;Singapore;2;Singapore;3;Data Visualization, R, AWS, GCP, Linux;2;11;10;15/2/2025;29/3/2025;633;8.3;14
AI06312;7;204393;3;4;1;Australia;3;Australia;1;Azure, Linux, Computer Vision, Git, PyTorch;2;14;2;4/4/2024;24/4/2024;1555;9.4;2
AI06313;20;235308;3;3;4;Switzerland;3;Switzerland;2;Scala, Hadoop, R, Deep Learning, GCP;1;12;3;1/1/2025;22/2/2025;1105;8.1;2
AI06314;11;94171;3;1;1;South Korea;3;South Korea;2;Docker, Mathematics, Python, TensorFlow, Computer Vision;1;8;9;12/6/2024;29/6/2024;1677;9.4;6
AI06315;11;70652;3;3;2;United States;2;United States;2;Git, R, SQL, Hadoop;1;0;7;19/1/2024;23/3/2024;690;6.9;15
AI06316;10;203293;3;1;1;Norway;1;Norway;1;Kubernetes, Python, Scala;2;7;4;5/5/2024;18/6/2024;1024;9.3;14
AI06317;17;37895;2;4;3;Ireland;2;Ireland;2;Python, PyTorch, Data Visualization, NLP, SQL;2;1;3;28/6/2024;2/8/2024;1332;6.3;14
AI06318;7;294580;3;1;2;United Kingdom;1;Sweden;3;PyTorch, Azure, Mathematics;3;11;5;23/9/2024;1/12/2024;2003;8.8;16
AI06319;20;45727;3;1;3;China;2;Singapore;1;Computer Vision, AWS, Mathematics;2;0;15;13/11/2024;28/11/2024;2275;5.5;4
AI06320;17;54601;1;4;1;Ireland;1;Ireland;3;Mathematics, Kubernetes, Docker;1;0;2;23/6/2024;6/8/2024;2068;9.5;3
AI06321;19;273000;2;3;3;France;1;France;3;PyTorch, Data Visualization, SQL, Computer Vision, Kubernetes;4;15;11;10/3/2024;15/4/2024;2497;8.4;4
AI06322;17;119194;3;1;3;United Kingdom;2;United Kingdom;3;AWS, Git, R;3;7;3;31/5/2024;16/7/2024;1199;9.8;10
AI06323;13;79912;1;3;4;Denmark;2;Denmark;1;Statistics, Kubernetes, Data Visualization;2;0;10;26/6/2024;31/7/2024;1669;9.7;10
AI06324;20;121784;3;4;1;France;3;France;2;Docker, Computer Vision, MLOps, SQL, Azure;1;5;4;24/5/2024;3/8/2024;1116;6.1;1
